CATSFX,GENUS,SPECIES,SUBSPECIES,HYBRIDTYPE,AGE,SEX,DATE,COUNTRY,STATE,COUNTY,SPECLOC,COLLECTOR,CFIRSTNAME,COLLCATNUM,PREPARATOR,PFIRSTNAME,MASS,BODYCOND,REMARKS,DISPOS,AVAIL,SKINMEAS,EDWARDS,LATDEG,LATMIN,LONDEG,LONMIN
13939,Melospiza,melodia,insignis,,HY,F,02 Sep 1997,USA,Alaska,Kodiak Archipelag,Kodiak Island,Winker,Kevin S,KSW1762,Winker,Kevin S,38.2,"fat&molt:none;ov:wispy,indistinct,area shot damaged so not measurable;stom:insect matl.",,1230,,wch:80.1;tl:75.9;ts:24.8;bl:11.0;blh:6.5;blw:5.3;skl:36.6,Z65c050,,,,
11871,Melospiza,melodia,insignis,,HY,M,18 Sep 1999,USA,Alaska,Kodiak Archipelag,Kodiak Island,Spellman,Garth M,CLP392,Moncrief,Heather H.,38.6,"fat:very light;molt:none;stom:seeds,vegetation;sk:100%oss.;te:r:1.6x1.0",,1230,,wch:80.7;tl:76.7;ts:25.1;bl:12.1;blh:6.6;blw:5.0;skl:37.9,Z65c050,,,,
8807,Melospiza,melodia,insignis,T,HY,M,02 Sep 1997,USA,Alaska,Kodiak Archipelag,Kodiak Island,Dickerman,Robert W,KSW1759,Winker,Kevin S,37.0,"TE:<1; FAT:None; SK:c 90% unossified; MOLT:Light body; STOM:Insects, vegetable material",,1230,,WCH:81.6; TL:76.8; TS:24.6; BL:11.3; BLH:6.1; BLW:4.9; SKL:36.4,Z65c050,,,,
8777,Melospiza,melodia,insignis,T,HY,M,01 Sep 1997,USA,Alaska,Kodiak Archipelag,Kodiak Island,Winker,Kevin S,KSW1725,Pruett,Christin L,38.5,"TE:Visible, <1mm; FAT:Trace; SK:10% ossified; MOLT:rectrices; STOM:Rocks and vegetation",TOPOTYPE.  HAB:Beach edge and alder.,1230,,WCH:81.9; TL:80.1; TS:22.9; BL:11.9; BLH:6.8; BLW:6.3; SKL:37.3,Z65c050,,,,
8776,Melospiza,melodia,insignis,T,HY,M,01 Sep 1997,USA,Alaska,Kodiak Archipelag,Kodiak Island,Winker,Kevin S,KSW1723,Pruett,Christin L,42.0,"TE:L=visible, <1mm; FAT:Light; SK:5% ossified; MOLT:Light body; STOM:Rocks and vegetation",TOPOTYPE.  HAB:Beach edge and alders,1230,,WCH:81.9; TL:83.2; TS:25.5; BL:11.2; BLH:6.7; BLW:6.7; SKL:36.4,Z65c050,,,,
8778,Melospiza,melodia,insignis,T,HY,F,01 Sep 1997,USA,Alaska,Kodiak Archipelag,Kodiak Island,Winker,Kevin S,KSW1724,Pruett,Christin L,38.4,"OV:Non-granular; MOLT:Heavy body, remiges and rectrices; FAT: None",TOPOTYPE.  Specimen much in juvenal plumage.  HAB:Beach edge and alder,1230,,,Z65c050,,,,
8808,Melospiza,melodia,insignis,T,U,M,25 Oct 1982,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Campbell Lagoon",Springer,Heinrich K,,Springer,Heinrich K,,Testes minute,,1000,,,Z65c050,,,,
14008,Melospiza,melodia,insignis,T,U,F,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Sonneborn,David W,DDG1906,Pruett,Christin L,35.5,"OV:3.8X2.1, granular; FAT:Very light; SK:100% ossified; MOLT:None",TOPOTYPE. Skin/skel/tiss2/stom/guts. 5737N 15210W. Beach rye and logs above beach.,1230,,WCH:74.6; TL:76.4; TS:25.4; BL:11.8; BLH:5.9; BLW:5.4; SKL:37.7,Z65c050,,,,
14004,Melospiza,melodia,insignis,T,HY,F,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1902,Winker,Kevin S,35.4,"OV:4X3, smooth; FAT:Very light; SK:Unossified; MOLT:Light body",TOPOTYPE. Skin/skel/tiss2/stom/guts,1230,,WCH:74.8; TL:73.8; TS:23.5; BL:6.6; BLH:6.1; BLW:5.1; SKL:37.5,Z65c050,,,,
14007,Melospiza,melodia,insignis,T,HY,F,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1905,Gibson,Daniel D,36.8,OV:Wispy; FAT:Light; SK:80% ossified; MOLT:None,TOPOTYPE. Skin/skel/tiss2/stom/guts. 5737N 15210W. Beach rye and logs above beach.,1230,,WCH:74.9; TL:72.8; TS:24.6; BL:11.8; BLH:11.7; BLW:4.4; SKL:37.4,Z65c050,,,,
14002,Melospiza,melodia,insignis,T,HY,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1900,Pruett,Christin L,40.0,TE:<1; FAT:Very light; SK:5% ossified; MOLT:None,TOPOTYPE. Skin/skel/tiss2/stom/guts. 5735N 15210W. Beach rye and logs above beach.,1230,,WCH:79.0; TL:74.8; TS:26.0; BL:11.7; BLH:6.1; BLW:5.2; SKL:37.7,Z65c050,,,,
14005,Melospiza,melodia,insignis,T,U,F,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1903,Topp,Carrie,40.4,Gonads identified; FAT:Light; SK:ossified; MOLT:Light body,TOPOTYPE. Skin/skel/tiss2/stom/guts. 5737N 15210W. Beach rye and logs above beach.,1230,,WCH:80.2; TL:78.3; TS:26.3; BL:12.0; BLH:6.3; BLW:5.3; SKL:38.4,Z65c050,,,,
14003,Melospiza,melodia,insignis,T,HY,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1901,Winker,Kevin S,37.2,TE:<1; FAT:None; SK:Unossified; MOLT:Light body,TOPOTYPE. Skin/skel/tiss2/guts.,1230,,WCH:80.3; TL:75.4; TS:25.2; BL:11.3; BLH:6.3; BLW:4.9; SKL:37.4,Z65c050,,,,
14010,Melospiza,melodia,insignis,T,HY,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1908,Topp,Carrie,40.1,"TE:Both <1; FAT:Light; SK:<10% ossified; MOLT:Light wing, tail, body.",TOPOTYPE. Skin/skel/tiss2/stom/guts. 5737N 15210W. Rubus thicket.,1230,,WCH:80.5; TL:79.8; TS:26.0; BL:11.1; BLH:6.3; BLW:5.8; SKL:35.7,Z65c050,,,,
14006,Melospiza,melodia,insignis,T,AHY,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1904,Rocque,Deborah A,,TE:R=ca 2; FAT:Light; SK:Ossified; MOLT:Very light head and neck,TOPOTYPE.  Skin/skel/tiss2/stom/guts. Beach rye and logs above beach.,1230,,WCH:80.6; TL:77.2; TS:26.0; BL:11.7; BLH:5.9; BLW:5.6; SKL:38.2,Z65c050,,,,
14009,Melospiza,melodia,insignis,T,AD,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Sonneborn,David W,DDG1907,Pruett,Christin L,40.5,TE:L=1X1; FAT:None; SK:100% ossified; MOLT:Rectrices,TOPOTYPE. Skin/skel/tiss2/stom/guts. 5737N 15210W. Beach rye and logs above beach. Bill shot-damaged.,1230,,WCH:82.3; TL:80.5; TS:28.0; BL:[10.0]; BLH:5.5; BLW:--; SKL:[35.8],Z65c050,,,,
14001,Melospiza,melodia,insignis,T,HY,M,24 Oct 2001,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Cape Chiniak",Gibson,Daniel D,DDG1899,Pruett,Christin L,40.6,TE:L=2.7X0.8; FAT:Very light; SK:5% ossified; MOLT:heavy body,TOPOTYPE.  Skin/skel/tiss2/stom/guts. 5737N 15210W. Beach rye and logs above beach.,1230,,,Z65c050,,,,
7522,Melospiza,melodia,insignis,T,HY,M,31 Aug 1997,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Middle Bay",Dickerman,Robert W,KSW1718,Winker,Kevin S,34.5,TE:c 1; SK:Unossified; FAT:None; MOLT:Very light body molt; STOM:Insects,TOPOTYPE,1230,,WCH:79.7; TL:78.4; TS:25.5; BL:10.7; BLH:5.9; BLW:5.1; SKL:37.2,Z65c050,,,,
7661,Melospiza,melodia,insignis,T,IM,F,31 Aug 1997,USA,Alaska,Kodiak Archipelag,"Kodiak Island, Middle Bay",Dickerman,Robert W,RWD24189,Dickerman,Robert W,41.5,OV:4X2; MOLT:Heavy,TOPOTYPE,1020,,,Z65c050,,,,
29533,Melospiza,melodia,insignis,,U,F,21 Dec 2011,USA,Alaska,Kodiak Archipelag,Middle Bay,Withrow,Jack J,JJW1343,Withrow,Jack J,41,Fat:moderate/heavy; OV:6x3; SK:100% oss.;,prep. 14 Feb 2012;,1020,,WCH:77.0; TL:68.8; TS:25.0; BL:11.1; BLH:6.3; BLW:5.5; SKL:36.2;,Z65c050,,,,
30809,Melospiza,melodia,insignis,,HY,U,04 Sep 2012,USA,Alaska,Kodiak Archipelag,Monashka Bay,Withrow,Jack J,JJW1648,Withrow,Jack J,38,Fat:light; gonads unidentified; SK:0?% oss.; Molt:heavy back;,lone bird in Sitka Spruce trees near beach;,1020,,WCH:78.0; TL:79.7; TS:25.6; no others;,Z65c050,,,,
41075,Melospiza,melodia,insignis,,HY,M,13 Aug 2017,USA,Alaska,Kodiak Archipelag,Monashka Bay,Withrow,Jack J,JJW3902,Withrow,Jack J,35.5,Fat:light; TE:1x1; SK:unoss.; Molt:heavy;,one of two; gut saved; prep. 1 Dec 2017;,1030,,,Z65c050,,,,
28552,Melospiza,melodia,insignis,,AD,M,19 May 2011,USA,Alaska,Kodiak Archipelag,"Monashka Bay, Jack's yard",Withrow,Jack J,JJW1095,Withrow,Jack J,41,Fat:trace; TE:11x8; SK:100% oss.;,singing; gut saved; prep. 22 June 2011;,1220,,WCH:82.7; TL:78.1; TS:26.5; BL:13.0; BLH:6.8; BLW:5.4; SKL:39.3;,Z65c050,,,,
31449,Melospiza,melodia,insignis,,AD,F,04 May 2013,USA,Alaska,Kodiak Archipelag,"Monashka Bay, Withrow residence",Withrow,Jack J,JJW1959,Withrow,Jack J,43,"Fat:moderate; OV:unshelled egg in oviduct, other ova to 10x10 and 5x5;",HAB:sitka spruce near thickets; incubation patch; prep. 14 May 2013; gut saved;,1220,,WCH:75.9; TL:75.4; TS:24.7; BL:12.3; BLH:6.0; BLW:5.0; SKL:-;,Z65c050,,,,
30815,Melospiza,melodia,insignis,,AHY,F?,03 Jan 2013,USA,Alaska,Kodiak Archipelag,Narrow Cape,Withrow,Jack J,JJW1861,Withrow,Jack J,39.5,Fat:light; OV:?; SK:50% oss.;,with JJW1862; gut saved; prep. 16 Jan 2013; HAB:beach at base of cliffs;,1020,,WCH:74.6; TL:69.6; TS:25.7; BL:100.8; BLH:6.0; BLW:5.0; SKL:36.5;,Z65c050,,,,
30814,Melospiza,melodia,insignis,,AHY,M,03 Jan 2013,USA,Alaska,Kodiak Archipelag,Narrow Cape,Withrow,Jack J,JJW1862,Withrow,Jack J,47.5,Fat:moderate; TE:<2x1; SK:100% oss.;,with JJW1861; gut saved; prep. 15 Jan 2013; HAB:beach at base of cliffs;,1220,,WCH:82.2; TL:76.9; TS:25.8; BL:11.9; BLH:6.6; BLW:5.5; SKL:39.5;,Z65c050,,,,
28544,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1112,Withrow,Jack J,37,Fat:trace; OV:10x5;,gut saved; prep. 6 June 2011;,1220,,WCH:75.3; TL:72.0; TS:25.8; BL:10.8; BLH:6.6; BLW:5.4; SKL:36.6;,Z65c050,,,,
28541,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1114,Withrow,Jack J,39,Fat:trace; OV:6x4; SK:100% oss.;,incubation patch; prep. 3 June 2011; gut saved;,1220,,WCH:75.3; TL:72.2; TS:25.2; BL:11.3; BLH:6.6; BLW:5.4; SKL:37.3;,Z65c050,,,,
28543,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1113,Withrow,Jack J,43,Fat:trace; OV;8x5; SK:100% oss.;,incubation patch; gut saved; prep. 1 June 2011;,1220,,WCH:77.2; TL:69.6; TS:26.5; BL:10.8; BLH:6.7; BLW:5.5; SKL:37.0;,Z65c050,,,,
28551,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1118,Withrow,Jack J,37,Fat:trace; TE:5x5;,incubation patch; gut saved; prep. 14 June 2011;,1220,,WCH:77.4; TL:74.5; TS:25.6; BL:11.7; BLH:6.0; BLW:5.0; SKL:36.9;,Z65c050,,,,
28546,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1110,Withrow,Jack J,39,Fat:trace; OV:8x5; SK:100% oss.;,incubation patch; gut saved; prep. 16 June 2011;,1220,,WCH:78.0; TL:80.8; TS:25.6; BL:11.9; BLH:6.6; BLW:5.5; SKL:37.5;,Z65c050,,,,
28545,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1111,Withrow,Jack J,41,Fat:trace; OV:10x6; SK:100% oss.;,incubation pathc; gut saved; prep. 1 June 2011;,1220,,WCH:78.2; TL:71.2; TS:75.9; BL:11.3; BLH:6.6; BLW:5.3; SKL:37.6;,Z65c050,,,,
28547,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1119,Withrow,Jack J,41,Fat:light; OV:8x5; SK:90% oss.;,incubation patch; gut saved; prep. 7 June 2011;,1220,,WCH:79.8; TL:71.2; TS:25.3; BL:11.7; BLH:6.1; BLW:5.4; SKL:36.7;,Z65c050,,,,
28549,Melospiza,melodia,insignis,,AD,M,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1120,Withrow,Jack J,40,Fat:trace; TE:9x6; SK:100% oss.;,gut saved; prep. 14 June 2011;,1220,,WCH:80.7; TL:75.3; TS:26.1; BL:11.8; BLH:6.2; BLW:5.6; SKL:38.1;,Z65c050,,,,
28542,Melospiza,melodia,insignis,,AD,M,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1117,Withrow,Jack J,42,Fat:trace; OV:9x5; SK:100% oss.;,carrying insects in bill (saved); prep. 9 June 2011; gut saved;,1220,,WCH:81.7; TL:77.0; TS;26.5; BL:11.4; BLH:6.0; BLW:5.4; SKL:35.9;,Z65c050,,,,
28548,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1115,Withrow,Jack J,38,Fat:trace; OV:7x5; SK;100% oss.;,incubation patch; gut saved; prep. 15 June 2011;,1220,,,Z65c050,,,,
28550,Melospiza,melodia,insignis,,AD,F,24 May 2011,USA,Alaska,Kodiak Archipelag,Puffin I. (mouth of Womens Bay),Withrow,Jack J,JJW1116,Withrow,Jack J,38,Fat:trace; OV:8x5; SK:100% oss.;,incubation patch; gut saved; prep. 20 June 2011;,1220,,,Z65c050,,,,
28556,Melospiza,melodia,insignis,,AD,F,22 May 2011,USA,Alaska,Kodiak Archipelag,Sharatin Bay,Withrow,Jack J,JJW1107,Withrow,Jack J,42,Fat:light; OV:8x6; SK:100% oss.;,incubation patch; gut saved; prep. 31 May 2011;,1220,,WCH:79.1; TL:69.7; TS:25.3; BL:11.6; BLH:-; BLW:-; SKL:35.6;,Z65c050,,,,
35665,Melospiza,melodia,insignis,,AHY,F,07 Jun 2014,USA,Alaska,Kodiak Archipelag,"Shuyak I., between Western Inlet and Wonder Bay",Withrow,Jack J,JJW2456,Withrow,Jack J,36,"Fat:very light; OV:11x5, granular, oviduct not enlarged; SK:100% oss.;",HAB:beach; carrying food in bill; with JJW2455; non-endematous incubation patch;; gut saved; prep. 4 Aug 2014;,1230,,WCH:78.8; TL:70.9; TS:25.4; BL:11.2; BLH:6.2; BLW:4.8; SKL:37.1;,Z65c050,,,,
35664,Melospiza,melodia,insignis,,AHY,M,07 Jun 2014,USA,Alaska,Kodiak Archipelag,"Shuyak I., between Western Inlet and Wonder Bay",Withrow,Jack J,JJW2455,Withrow,Jack J,40,Fat:very light; TE:12x10; SK:100% oss.; Stom:periwinkle;,carrying food in bill; with JJW2456; gut saved; prep. 3 July 2014;,1230,,WCH:79.7; TL:76.2; TS:26.2; BL:11.2; BLH:6.6; BLW:5.1; SKL:36.3;,Z65c050,,,,
35666,Melospiza,melodia,insignis,,AD,M,07 Jun 2014,USA,Alaska,Kodiak Archipelag,"Shuyak I., between Western Inlet and Wonder Bay",Withrow,Jack J,JJW2457,Withrow,Jack J,39,Fat:light; TE:11x9; SK:100% oss.;,HAB:spruce tree near coast; singing; cloacal protuberance; gut saved; prep. 1 July 2014;,1220,,WCH:82.0; TL:72.8; TS:26.0; BL:11.7; BLH:6.6; BLW:4.5; SKL:37.3;,Z65c050,,,,
31498,Melospiza,melodia,insignis,,AHY,M,25 May 2013,USA,Alaska,Kodiak Archipelag,"Triplet Islands, southern most island",Withrow,Jack J,JJW1992,Withrow,Jack J,39,Fat:light; TE:10x9; SK:100% oss.;,gut saved; prep. 13 June 2013;,1220,,WCH:77.7; TL:71.7; TS:25.8; BL:12.1; BLH:6.3; BLW:5.1; SKL:37.9;,Z65c050,,,,
36349,Melospiza,melodia,insignis,,U,M,31 Dec 2014,USA,Alaska,Kodiak Archipelag,Uganik Island,Withrow,Jack J,JJW2676,Withrow,Jack J,43,Fat:light; TE:2x1; SK:100% oss.?; Molt:none;,HAB:beach; gut saved; prep. 7 Jan 2015;,1230,,WCH:82.9; TL:77.3; TS:26.7; BL:10.7; BLH:6.3; BLW:5.3; SKL:38.2;,Z65c050,,,,
13914,Melospiza,melodia,insignis,,HY,U,25 Sep 2000,USA,Alaska,,Kodiak Island,Rocque,Deborah A,DAR065,Pruett,Christin L,31.5,FAT:none; MOLT:none; TE/OV:unidentified; SK: unoss.;STOM:insects,skin/p.skel/tiss2/stom/guts,1230,,WCH:74.8; TL:69.3; TS:24.3; BL:12.0; BLH:6.4; BLW:5.3; SKL:36.7;,Z65c050,,,,
13899,Melospiza,melodia,insignis,,HY,M,17 Aug 1999,USA,Alaska,,Kodiak Island,Pruett,Christin L,CLP265,Topp,Carrie,37.0,"FAT:light; MOLT:heavy body, tail; TE:<1mm; SK:5% ossification STOM:inverts",HAB:Roadside grass.  skin/p.skel/tiss2/gut/stom/p.swab,1230,,WCH:75.2; TL:74.1; TS:24.8; BL:11.4; BLH:5.9; BLW:5.0; SKL:26.4,Z65c050,,,,
13900,Melospiza,melodia,insignis,,HY,U,02 Sep 1997,USA,Alaska,,Kodiak Island,Dickerman,Robert W,KSW1763,Pruett,Christin L,36.0,FAT:non; MOLT:heady body; TE/OV: unidentified; SK:0% Oss.; STOM:inverts and rocks,"shot yesterday, found today; heavy shot damage. skin/p.skel/tiss2/stom/guts",1230,,WCH:75.8; TL:76.1; TS:25.2; BL:11.0; BLH:6.8; BLW:5.0; SKL:36.4,Z65c050,,,,
36619,Melospiza,melodia,maxima,,AHY,F,19 May 2000,USA,Alaska,Aleutian Islands,"Adak I., Finger Bay",Pruett,Christin L,CLP407,Withrow,Jack J,47,"Fat:light; OV:breeding condition, had laid at least one egg, oviduct large, no very large follicles left; SK:100% oss.;",HAB:shoreline; incubation patch; gut saved; prep. 11 Mar 2015;,1230,,WCH:81.8; TL:79.3; TS:26.7; BL:11.9; BLH:7.5; BLW:5.6; SKL:38.9;,Z65c050,,,,
27917,Melospiza,melodia,maxima,,JUV,U,02 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., near old LORAN station",Withrow,Jack J,JJW252,Withrow,Jack J,34,Fat:trace; gonads unidetifiable; SK:0% oss.;,part of a 4 individual family; prep. 5 Nov 2010; gut saved;,1030,,none taken;,Z65c050,,,,
27914,Melospiza,melodia,maxima,,AD,M,02 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., near old LORAN station",Withrow,Jack J,JJW249,Withrow,Jack J,45,Fat:light; TE:12x6; SK:100% oss.;,"one of four individual family, JJW250, 251, 252;",1220,,WCH:81; TL:83; TS:28.0; BL:11.9; BLH:7.4; BLW:5.6; SKL:38.5;,Z65c050,,,,
27915,Melospiza,melodia,maxima,,AD,F,02 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., near old LORAN station",Withrow,Jack J,JJW250,Withrow,Jack J,46,"Fat:trace; OV:20x12, ova to 10; SK:90% oss.; Molt:none;","part of four individual family, JJW249, 251, 252; prep. 22 Mar 2010; gut saved;",1230,,WCH:82; TL:79; TS:27.1; BL:11.5; BLH:7.0; BLW:6.1; SKL:38.0;,Z65c050,,,,
27918,Melospiza,melodia,maxima,,AD,F,12 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., Shagak Bay",Withrow,Jack J,JJW349,Withrow,Jack J,47,"Fat:trace; OV:present, granular; SK:100% oss.;","family with JJW348, 350, 351; prep. 9 Nov 2010; gut saved;",1230,,WCH:80.8; TL:76.8; TS:28.2; BL:12.8; BLH:7.0; BLW:6.1; SKL:39.2;,Z65c050,,,,
27919,Melospiza,melodia,maxima,,AD,M,12 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., Shagak Bay",Withrow,Jack J,JJW348,Withrow,Jack J,48,Fat:trace; TE:12x7; SK:oss.;,"family with JJW349, 350, 351; prep. 8 Nov 2010; gut saved;",1220,,WCH:83.1; TL:73.0; TS:29.1; BL:11.8; BLH:6.8; BLW:6.1; SKL:38.9;,Z65c050,,,,
27916,Melospiza,melodia,maxima,,HY,M,12 Jun 2009,USA,Alaska,Aleutian Islands,"Adak I., Shagak Bay",Withrow,Jack J,JJW350,Withrow,Jack J,46,Fat:trace; TE:<1x1; SK:0% oss.; Molt:moderate;,"in family with JJW348, 349, 351; prep. 11 Nov 2010; gut saved;",1020,,WCH:86.2; TL:66; TS:30.1; BL:10.0; BLH:6.6; BLW:6.0; SKL:37.0;,Z65c050,,,,
10188,Melospiza,melodia,maxima,,AHY,M,21 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW2985,Rocque,Deborah A,50.2,sk 100; fat little; molt none; TE right 11.1 x 7.9 left 11.9 x 9.0,,1230,,wch 81.6; tl 81.0; ts 28.6; bl 12.3; blh 7.9; blw 6.5; skl 38.7,Z65c050,,,,
10186,Melospiza,melodia,maxima,,AHY,M,23 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW3012,Rocque,Deborah A,44.8,SK 100; FAT LIGHT; MOLT NONE; TE RIGHT 9.2 X 7.9 LEFT 9.5 X 8.6;,,1230,,WCH 83.9; TL 82.9; TS 28.3; BL 12.6; BLH 7.1; BLW 6.6; SKL 39.2,Z65c050,,,,
11175,Melospiza,melodia,maxima,,AHY,M,22 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW2990,Johnson,Andrew B,45.4,fat:very light;te:l:11.8x7.8;sk:fully ossified;molt:none:stom:unknown,hab:shoreline,1230,,wch:76.3;tl:75.3;ts:27.2;bl:12.5;blh:7.1;blw:5.8;skl:39.7,Z65c050,,,,
12144,Melospiza,melodia,maxima,,AD,F,26 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW3025,Bacon,Joshua J,49.4,fat:heavy;ov:9x6.5;molt:none;stom:insects,"hab:seaside cliff,finger bay;incubation patch edematus",1230,,wch:77.5;tl:76.0;ts:26.3;bl:13.0;blh:7.4;blw:6.0;skl:39.4,Z65c050,,,,
13289,Melospiza,melodia,maxima,,HY,M,18 Jun 1999,USA,Alaska,Aleutian Islands,Adak Island,Spellman,Garth M,CLP115,Moncrief,Heather H.,44.4,"fat:mod.;te:l:4.1x1.9,r:3.6x2.1;sk:unoss.;molt:heavy wing & tail:stom:vegetation, inverts",hab:bayside reeds,1230,,wch:77.8;tl:59.9;ts:27.8;bl:11.0;blh:7.1;blw:6.4:skl:34.9,Z65c050,,,,
31447,Melospiza,melodia,maxima,,AHY,F,22 May 2000,USA,Alaska,Aleutian Islands,Adak Island,Rocque,Deborah A,CLP444,Withrow,Jack J,45,Fat:light; OV:breeding condition; SK:100% oss.;,incubation patch; gut saved; prep. 8 Apr 2013;,1220,,WCH:78.2; TL:74.9; TS:27.9; BL:12.6; BLH:7.7; BLW:6.2; SKL:38.8;,Z65c050,,,,
35436,Melospiza,melodia,maxima,,AHY,F,21 May 2000,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,CLP433,Withrow,Jack J,44,Fat:light; OV:9x6; SK:100% oss.;,incubation patch; gut saved; prep. 15 Apr 2014;,1220,,WCH:78.6; TL:74.8; TS:-; BL:12.1; BLH:7.0; BLW:5.6; SKL:38.7;,Z65c050,,,,
13290,Melospiza,melodia,maxima,,HY,M,18 Jun 1999,USA,Alaska,Aleutian Islands,Adak Island,Spellman,Garth M,CLP118,Moncrief,Heather H.,41.2,"fat:mod.;te:l:4.1x2.2,r:2.9x1.8;sk:unoss.;molt:heavy tail, mod. body & wing;stom:invert. parts",hab:bayside reeds,1230,,wch:78.8;tl:76.0;ts:28.5;bl:9.7;blh:7.2;blw:5.7;skl:35.9,Z65c050,,,,
11560,Melospiza,melodia,maxima,,AHY,M?,23 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,TMB261,Paul,Ellen,45.9,fat:none;?ov/te?:13.3x6.2;sk:oss.;molt:none;stom:seeds?,collector cat no. KSW3006,1230,,wch:79.3;tl:74.8;ts:33.1;bl:12.9;blh:7.1;blw:5.8;skl:39.0,Z65c050,,,,
12143,Melospiza,melodia,maxima,,AD,M,18 Jun 1999,USA,Alaska,Aleutian Islands,Adak Island,Pruett,Christin L,CLP111,Bacon,Joshua J,45.5,fat:very light;te:r:1x1;sk:fully oss.;molt:heavy;stom:?,hab:bayside creek,1230,,wch:80.0;tl:71.0;ts:27.3;bl:10.1;blh:6.5;blw:5.8;skl:-,Z65c050,,,,
11850,Melospiza,melodia,maxima,,AHY,F,22 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW2998,Moncrief,Heather H.,44.2,"Fat: light; Molt: none: Stom: seeds, veg; SK: 95% oss;",Habitat: Steep rocky shoreline,1230,,WCH:80; TL:82.6; TS:26.1; BL:12.2; BLH:7.0; BLH:7.0; BLW:5.8; SKL:37.8 OV: 6.4x10.8; SK:95%,Z65c050,,,,
11827,Melospiza,melodia,maxima,,AD,M,17 May 1999,USA,Alaska,Aleutian Islands,Adak Island,Winker,Kevin S,KSW2959,Moncrief,Heather H.,50.0,"fat:very little;molt:none;stom:rocks,seeds,berries;sk:100%oss.;te:l:10.3x7 .7",,1230,,wch:81.5;tl:84.4;ts:29.3;bl:12.4;blh:7.2;blw:6.2;skl:38.2,Z65c050,,,,
